iter	Logloss
0	0.6427234503
1	0.6058247604
2	0.5440045543
3	0.499759679
4	0.4502384564
5	0.4110859692
6	0.3794262784
7	0.3432784265
8	0.316129742
9	0.2864373947
10	0.2648039903
11	0.2403058743
12	0.2144138725
13	0.1974139708
14	0.1794538059
15	0.1667598484
16	0.1515805368
17	0.1411421758
18	0.132168062
19	0.1241012301
20	0.1167738254
21	0.1067525576
22	0.09643524777
23	0.0909089929
24	0.08378593927
25	0.07943414978
26	0.0757667681
27	0.07153579268
28	0.06535031994
29	0.06254867988
30	0.05965084716
31	0.05737725888
32	0.05467200825
33	0.05221230257
34	0.050052618
35	0.0481109293
36	0.04666853129
37	0.04449896451
38	0.0426461783
39	0.03969744325
40	0.03791807474
41	0.03604246186
42	0.03451186434
43	0.03182189013
44	0.03099362392
45	0.0299091201
46	0.02777437667
47	0.02675426417
48	0.02521098614
49	0.02367924174
50	0.02311254874
51	0.02237945615
52	0.02186307767
53	0.02115342133
54	0.01991183101
55	0.01891559322
56	0.01850264395
57	0.01798509
58	0.01742760586
59	0.0164877401
60	0.01590457753
61	0.0154035964
62	0.01468273869
63	0.01434419201
64	0.01373165345
65	0.01301162236
66	0.01261705915
67	0.01224760107
68	0.01176746054
69	0.01158409426
70	0.01127750627
71	0.01063550786
72	0.01047058644
73	0.01031831012
74	0.01019977899
75	0.009877932041
76	0.009703453868
77	0.009544345682
78	0.00934310352
79	0.009077166024
80	0.008945681415
81	0.008782508595
82	0.00859301624
83	0.008371899993
84	0.008216417674
85	0.007793044309
86	0.007487255505
87	0.007386535011
88	0.007325757522
89	0.007255515821
90	0.006996402843
91	0.006906770413
92	0.006830238341
93	0.006722168831
94	0.006556121195
95	0.006325238861
96	0.006275978814
97	0.00615307163
98	0.005945657648
99	0.005845226485
100	0.005799616496
101	0.00568733823
102	0.005595461097
103	0.005487940847
104	0.005416697814
105	0.005374427226
106	0.005341865941
107	0.005253904491
108	0.005228114479
109	0.005119565058
110	0.005050083696
111	0.004952107488
112	0.004876108269
113	0.00481544449
114	0.004782538602
115	0.004737704754
116	0.004659265766
117	0.004599497951
118	0.004564766801
119	0.004517301909
120	0.004427232144
121	0.004380511187
122	0.00431784724
123	0.004136025445
124	0.004019951877
125	0.003962532352
126	0.003919819214
127	0.003867010804
128	0.00371410981
129	0.00369860109
130	0.003672689785
131	0.003628110311
132	0.003601284862
133	0.003542596031
134	0.003494028288
135	0.00347629558
136	0.003427238238
137	0.003402971442
138	0.003370974624
139	0.003337781118
140	0.003295575995
141	0.003233142344
142	0.003205061856
143	0.003149781876
144	0.003135017076
145	0.003068219478
146	0.003056958339
147	0.003043376631
148	0.002988916977
149	0.002907651431
150	0.002896756861
151	0.002848613035
152	0.002836661858
153	0.002804364566
154	0.002779674911
155	0.002760832164
156	0.002709099959
157	0.002658646236
158	0.00263408598
159	0.002626793318
160	0.002603482696
161	0.002540748058
162	0.002504695518
163	0.002473017561
164	0.002447401868
165	0.002433947192
166	0.002421668569
167	0.002397172629
168	0.00236898787
169	0.002368986403
170	0.002335330889
171	0.002324084662
172	0.002316404415
173	0.002288310002
174	0.002281014929
175	0.002253027751
176	0.002216817017
177	0.002202983366
178	0.002174683804
179	0.002174676761
180	0.002143845041
181	0.002115787905
182	0.0021038742
183	0.002071862911
184	0.002063073652
185	0.002053292445
186	0.002039305106
187	0.002005099959
188	0.001997719556
189	0.001994426012
190	0.001978779005
191	0.001965056285
192	0.001933463218
193	0.001907441789
194	0.001898470235
195	0.001888530025
196	0.00188127481
197	0.001875042942
198	0.001875061505
199	0.001838295378
200	0.0018267629
201	0.001810151197
202	0.001799519643
203	0.001780675093
204	0.001773523022
205	0.001765520941
206	0.001765496362
207	0.001738880609
208	0.001728991318
209	0.001728992126
210	0.001707907945
211	0.001700708858
212	0.001681043197
213	0.001668350093
214	0.00164552191
215	0.001628214169
216	0.001615996138
217	0.001600112435
218	0.001593931722
219	0.001582091056
220	0.00156556441
221	0.00155232747
222	0.001537003151
223	0.001507368015
224	0.001503485324
225	0.001496348152
226	0.00148586234
227	0.001479808125
228	0.001470635415
229	0.001455421514
230	0.001441803678
231	0.001428024544
232	0.001421442036
233	0.001421441156
234	0.00141333961
235	0.001404473097
236	0.001404465833
237	0.001384950701
238	0.00136962503
239	0.001357143589
240	0.001356974491
241	0.001341470775
242	0.001322059564
243	0.001306706422
244	0.001306711778
245	0.001297038292
246	0.001289310711
247	0.001289310711
248	0.001285216079
249	0.001276797884
250	0.001276765528
251	0.001272301448
252	0.0012661849
253	0.001266177783
254	0.001266179837
255	0.001266193044
256	0.001266199794
257	0.001254446681
258	0.001247606777
259	0.001239940865
260	0.001239940865
261	0.001236543741
262	0.001225375489
263	0.001210047194
264	0.001210056732
265	0.001199020938
266	0.001191115576
267	0.001191115576
268	0.00119107363
269	0.001190850363
270	0.00119085117
271	0.001190845887
272	0.001175535489
273	0.001165532341
274	0.001152780506
275	0.001133050432
276	0.001125333962
277	0.001118978735
278	0.001118948139
279	0.001118948139
280	0.001118968881
281	0.001118968881
282	0.001118968881
283	0.001115053635
284	0.001109974608
285	0.00110994592
286	0.00110189974
287	0.001101898272
288	0.00109284228
289	0.001087370053
290	0.001087357727
291	0.001076489821
292	0.00106851428
293	0.001068512666
294	0.001068512666
295	0.001053712137
296	0.001053703699
297	0.001049152116
298	0.001049172293
299	0.001040465931
300	0.001040465931
301	0.001033487652
302	0.001033448178
303	0.001033435999
304	0.001029188082
305	0.001029166291
306	0.001029166365
307	0.001029164017
308	0.001021387515
309	0.001010231874
310	0.001002385237
311	0.0009966098315
312	0.0009966209839
313	0.0009966068967
314	0.0009966013939
315	0.0009883985158
316	0.0009802727886
317	0.0009802627368
318	0.0009802695603
319	0.000980287096
320	0.0009713068188
321	0.0009713033703
322	0.0009641310446
323	0.0009565017926
324	0.0009448200921
325	0.0009448163502
326	0.0009384764767
327	0.0009384678189
328	0.0009384704603
329	0.0009384653243
330	0.0009384649575
331	0.0009328852568
332	0.0009262836793
333	0.0009197883073
334	0.000919793003
335	0.0009197731195
336	0.0009197781821
337	0.0009101586074
338	0.0009101325608
339	0.0009101447404
340	0.0009002419884
341	0.0008958172168
342	0.0008876530571
343	0.0008803953548
344	0.0008803941808
345	0.0008804092218
346	0.0008804092218
347	0.0008803903655
348	0.0008803903655
349	0.0008803916128
350	0.0008803916128
351	0.0008748607311
352	0.0008748602909
353	0.0008748581631
354	0.0008748349045
355	0.0008688346136
356	0.0008688346136
357	0.0008688405566
358	0.0008688175915
359	0.0008688104746
360	0.0008604287904
361	0.0008604287904
362	0.0008604273964
363	0.0008569229206
364	0.0008569042844
365	0.0008568940125
366	0.0008569058986
367	0.0008507335122
368	0.0008507376209
369	0.0008442462101
370	0.000837446379
371	0.0008373939668
372	0.0008331055844
373	0.000833113215
374	0.0008331076388
375	0.0008330832063
376	0.0008274612509
377	0.0008274368918
378	0.0008220208783
379	0.000814227719
380	0.0008142250776
381	0.0008111075486
382	0.0008022435215
383	0.0008022435215
384	0.0008022341301
385	0.0007965095275
386	0.000796512389
387	0.0007965004296
388	0.0007965022893
389	0.0007964880553
390	0.0007964880553
391	0.0007889468155
392	0.0007840218535
393	0.0007786036956
394	0.0007750624587
395	0.0007750527737
396	0.0007750468307
397	0.0007750433089
398	0.0007750334038
399	0.000766813429
400	0.0007614469946
401	0.0007545501447
402	0.0007470008304
403	0.0007470008304
404	0.0007469921726
405	0.0007469921726
406	0.0007469827811
407	0.0007469868899
408	0.0007469747104
409	0.0007469880639
410	0.000746988284
411	0.0007469866698
412	0.0007469866698
413	0.0007469904851
414	0.0007469712619
415	0.0007469727293
416	0.0007469723625
417	0.0007469753707
418	0.0007469663461
419	0.000746969501
420	0.0007469576883
421	0.0007469576883
422	0.0007469442615
423	0.0007469505713
424	0.0007469429408
425	0.0007469123451
426	0.0007469255519
427	0.0007469255519
428	0.0007469255519
429	0.0007469255519
430	0.0007396519014
431	0.0007396503606
432	0.0007396503606
433	0.0007396503606
434	0.0007396503606
435	0.0007396503606
436	0.0007396503606
437	0.0007396503606
438	0.0007396565971
439	0.0007396520481
440	0.0007396494067
441	0.0007396494067
442	0.0007396547628
443	0.0007396547628
444	0.0007396555699
445	0.0007396555699
446	0.0007396642277
447	0.0007396535889
448	0.0007396535889
449	0.0007396535889
450	0.0007396501405
451	0.0007396461051
452	0.0007396574775
453	0.0007396574775
454	0.0007396602656
455	0.0007396602656
456	0.0007396602656
457	0.0007396467654
458	0.0007396485263
459	0.0007396457382
460	0.0007396457382
461	0.0007396423631
462	0.0007396447844
463	0.000739639575
464	0.000739639575
465	0.000739639575
466	0.0007396388413
467	0.0007331067725
468	0.0007331042045
469	0.0007331080932
470	0.0007331065524
471	0.0007331049382
472	0.00073310846
473	0.0007331037643
474	0.0007330968674
475	0.000733089457
476	0.0007330852015
477	0.00073308234
478	0.0007330750029
479	0.0007330761035
480	0.0007330597418
481	0.0007330695735
482	0.0007330595217
483	0.0007330626033
484	0.0007330626033
485	0.0007330566761
486	0.0007330504396
487	0.0007330504396
